INSTRUMENTID,PARTICIPANTID3,PARTICIPANTID2,PARTICIPANTID1,PARTICIPANTABBR3,PARTICIPANTABBR2,RANK,PARTICIPANTABBR1,CJ2,CJ1,CJ1_CHG,CJ3_CHG,PRODUCTNAME,CJ3,CJ2_CHG,trade_date
ad2511,0272      ,0349      ,0277      ,银河期货  ,财信期货  ,9,一德期货  ,122,27,6,-3,铸造铝合金,158,13,20251020
ad2511,0125      ,0308      ,0008      ,物产中大  ,国信期货  ,10,上海中期  ,100,26,22,0,铸造铝合金,152,-8,20251020
ad2511,0004      ,0271      ,0009      ,国泰君安  ,渤海期货  ,11,五矿期货  ,93,26,26,-2,铸造铝合金,142,-1,20251020
ad2511,0268      ,0125      ,0096      ,中信建投  ,物产中大  ,12,南华期货  ,89,26,22,-27,铸造铝合金,98,0,20251020
ad2511,0153      ,0299      ,0058      ,海证期货  ,华安期货  ,13,国贸期货  ,88,23,2,-3,铸造铝合金,95,0,20251020
ad2511,0240      ,0013      ,0137      ,广发期货  ,中融汇信  ,14,宏源期货  ,82,23,-25,-8,铸造铝合金,65,2,20251020
ad2511,0009      ,0253      ,0139      ,五矿期货  ,华泰期货  ,15,中粮期货  ,81,22,10,0,铸造铝合金,63,-13,20251020
ad2511,0161      ,0103      ,0088      ,招商期货  ,永安期货  ,16,东亚期货  ,78,18,8,0,铸造铝合金,62,0,20251020
ad2511,0067      ,0034      ,0240      ,中财期货  ,方正中期  ,17,广发期货  ,68,18,1,0,铸造铝合金,54,0,20251020
ad2511,0096      ,0049      ,0372      ,南华期货  ,金瑞期货  ,18,中银期货  ,68,17,0,0,铸造铝合金,53,-14,20251020
ad2511,0136      ,0082      ,0003      ,信达期货  ,国投期货  ,19,建信期货  ,54,15,14,0,铸造铝合金,50,0,20251020
ad2511,0043      ,0141      ,0042      ,国元期货  ,西南期货  ,20,光大期货  ,50,14,9,0,铸造铝合金,45,0,20251020
ad2511,,,,,,999,,3412,747,349,-91,铸造铝合金,3661,-122,20251020
ad2512,0048      ,0323      ,0137      ,长江期货  ,东吴期货  ,1,宏源期货  ,1340,532,100,9,铸造铝合金,1317,-3,20251020
ad2512,0323      ,0048      ,0008      ,东吴期货  ,长江期货  ,2,上海中期  ,1271,498,-221,-22,铸造铝合金,1301,-1,20251020
ad2512,0253      ,0253      ,0123      ,华泰期货  ,华泰期货  ,3,浙商期货  ,1095,374,218,5,铸造铝合金,898,10,20251020
ad2512,0123      ,0069      ,0081      ,浙商期货  ,申万期货  ,4,海通期货  ,965,332,-51,-92,铸造铝合金,887,-7,20251020
ad2512,0009      ,0009      ,0148      ,五矿期货  ,五矿期货  ,5,中信期货  ,903,313,-58,38,铸造铝合金,792,27,20251020
ad2512,0139      ,0139      ,0275      ,中粮期货  ,中粮期货  ,6,中泰期货  ,766,234,59,-36,铸造铝合金,769,-37,20251020
ad2512,0275      ,0123      ,0069      ,中泰期货  ,浙商期货  ,7,申万期货  ,736,223,128,11,铸造铝合金,730,-82,20251020
ad2512,0272      ,0272      ,0009      ,银河期货  ,银河期货  ,8,五矿期货  ,724,213,-99,7,铸造铝合金,716,-1,20251020
ad2512,0008      ,0008      ,0096      ,上海中期  ,上海中期  ,9,南华期货  ,702,172,34,-17,铸造铝合金,690,-23,20251020
ad2512,0096      ,0137      ,0253      ,南华期货  ,宏源期货  ,10,华泰期货  ,640,171,-117,-86,铸造铝合金,676,7,20251020
ad2512,0004      ,0148      ,0048      ,国泰君安  ,中信期货  ,11,长江期货  ,608,170,7,-39,铸造铝合金,670,19,20251020
ad2512,0137      ,0096      ,0323      ,宏源期货  ,南华期货  ,12,东吴期货  ,570,165,7,-11,铸造铝合金,587,-86,20251020
ad2512,0257      ,0275      ,0308      ,华西期货  ,中泰期货  ,13,国信期货  ,569,151,-52,-51,铸造铝合金,451,5,20251020
ad2512,0148      ,0257      ,0271      ,中信期货  ,华西期货  ,14,渤海期货  ,451,145,82,-8,铸造铝合金,440,-38,20251020
ad2512,0103      ,0004      ,0139      ,永安期货  ,国泰君安  ,15,中粮期货  ,229,141,20,-3,铸造铝合金,266,-6,20251020
ad2512,0372      ,0007      ,0240      ,中银期货  ,东海期货  ,16,广发期货  ,170,140,18,-1,铸造铝合金,221,10,20251020
ad2512,0163      ,0240      ,0257      ,东证期货  ,广发期货  ,17,华西期货  ,152,97,-2,3,铸造铝合金,140,-1,20251020
ad2512,0271      ,0043      ,0272      ,渤海期货  ,国元期货  ,18,银河期货  ,106,92,-12,-5,铸造铝合金,140,1,20251020
ad2512,0349      ,0034      ,0274      ,财信期货  ,方正中期  ,19,中辉期货  ,98,81,5,15,铸造铝合金,129,-1,20251020
ad2512,0277      ,0271      ,0121      ,一德期货  ,渤海期货  ,20,格林大华  ,93,70,70,0,铸造铝合金,128,38,20251020
ad2512,,,,,,999,,12188,4314,136,-283,铸造铝合金,11948,-169,20251020
auall,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,285010,1916387,238891,-8575,黄金,121497,-29480,20251020
auall,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,96387,67305,13061,-5884,黄金,259900,15021,20251020
au2512,0148      ,0004      ,0004      ,中信期货  ,国泰君安  ,1,国泰君安  ,18267,223260,34531,-112,黄金,8943,-2213,20251020
au2512,0004      ,0163      ,0148      ,国泰君安  ,东证期货  ,2,中信期货  ,11942,158918,27511,153,黄金,7430,-3140,20251020
au2512,0049      ,0148      ,0163      ,金瑞期货  ,中信期货  ,3,东证期货  ,11355,80820,3931,-17,黄金,4530,-1801,20251020
au2512,0163      ,0253      ,0272      ,东证期货  ,华泰期货  ,4,银河期货  ,7886,80692,11999,431,黄金,4227,-956,20251020
au2512,0001      ,0082      ,0308      ,齐盛期货  ,国投期货  ,5,国信期货  ,5855,64570,20568,-316,黄金,3276,-42,20251020
au2512,0272      ,0103      ,0081      ,银河期货  ,永安期货  ,6,海通期货  ,5679,44068,-2379,-1268,黄金,2766,-2744,20251020
au2512,0052      ,0272      ,0240      ,山金期货  ,银河期货  ,7,广发期货  ,4703,43371,4910,33,黄金,2186,-178,20251020
au2512,0268      ,0288      ,0253      ,中信建投  ,平安期货  ,8,华泰期货  ,4605,39501,-1152,-108,黄金,2014,816,20251020
au2512,0009      ,0067      ,0275      ,五矿期货  ,中财期货  ,9,中泰期货  ,4573,38010,3953,-10,黄金,1950,-698,20251020
au2512,0034      ,0069      ,0259      ,方正中期  ,申万期货  ,10,华闻期货  ,4004,35706,1924,-233,黄金,1790,-112,20251020
au2512,0067      ,0123      ,0268      ,中财期货  ,浙商期货  ,11,中信建投  ,3953,21858,1011,-2896,黄金,1665,-140,20251020
au2512,0103      ,0268      ,0288      ,永安期货  ,中信建投  ,12,平安期货  ,3130,21291,2419,90,黄金,1522,-389,20251020
au2512,0042      ,0081      ,0042      ,光大期货  ,海通期货  ,13,光大期货  ,3017,20999,1940,-141,黄金,1424,-925,20251020
au2512,0240      ,0240      ,0244      ,广发期货  ,广发期货  ,14,民生期货  ,2717,20712,-222,-38,黄金,1348,-377,20251020
au2512,0253      ,0275      ,0372      ,华泰期货  ,中泰期货  ,15,中银期货  ,2717,20660,2555,-219,黄金,1295,152,20251020
au2512,0315      ,0161      ,0034      ,云晨期货  ,招商期货  ,16,方正中期  ,2690,19567,2241,71,黄金,1268,-1064,20251020
au2512,0123      ,0001      ,0096      ,浙商期货  ,齐盛期货  ,17,南华期货  ,2507,17382,-1136,-119,黄金,1240,106,20251020
au2512,0096      ,0042      ,0077      ,南华期货  ,光大期货  ,18,新湖期货  ,2443,16686,6616,-178,黄金,1229,-230,20251020
au2512,0239      ,0323      ,0151      ,乾坤期货  ,东吴期货  ,19,创元期货  ,2159,16189,5143,208,黄金,1155,-307,20251020
au2512,0003      ,0308      ,0186      ,建信期货  ,国信期货  ,20,徽商期货  ,1994,16172,820,-78,黄金,1035,-124,20251020
au2512,,,,,,999,,106196,1000432,127183,-4747,黄金,52293,-14366,20251020
au2602,0004      ,0148      ,0148      ,国泰君安  ,中信期货  ,1,中信期货  ,9475,57568,4054,59,黄金,4650,-501,20251020
au2602,0067      ,0004      ,0004      ,中财期货  ,国泰君安  ,2,国泰君安  ,7590,48369,1828,-1,黄金,2019,-348,20251020
au2602,0268      ,0067      ,0308      ,中信建投  ,中财期货  ,3,国信期货  ,5968,19126,4404,33,黄金,1831,540,20251020
au2602,0315      ,0272      ,0272      ,云晨期货  ,银河期货  ,4,银河期货  ,3476,18967,3727,27,黄金,1248,-46,20251020
au2602,0253      ,0103      ,0163      ,华泰期货  ,永安期货  ,5,东证期货  ,2718,18717,2381,-32,黄金,1180,-461,20251020
au2602,0148      ,0082      ,0275      ,中信期货  ,国投期货  ,6,中泰期货  ,2602,14313,2338,97,黄金,947,95,20251020
au2602,0088      ,0163      ,0240      ,东亚期货  ,东证期货  ,7,广发期货  ,2100,12304,1923,-122,黄金,731,-180,20251020
au2602,0001      ,0268      ,0081      ,齐盛期货  ,中信建投  ,8,海通期货  ,2042,12158,-873,92,黄金,725,-73,20251020
au2602,0272      ,0271      ,0253      ,银河期货  ,渤海期货  ,9,华泰期货  ,1801,12006,1493,107,黄金,723,1,20251020
au2602,0069      ,0042      ,0259      ,申万期货  ,光大期货  ,10,华闻期货  ,1167,5420,705,77,黄金,625,161,20251020
au2602,0123      ,0253      ,0048      ,浙商期货  ,华泰期货  ,11,长江期货  ,1164,5307,1058,-8,黄金,609,-112,20251020
au2602,0034      ,0125      ,0342      ,方正中期  ,物产中大  ,12,津投期货  ,1069,4901,654,24,黄金,568,-125,20251020
au2602,0136      ,0277      ,0042      ,信达期货  ,一德期货  ,13,光大期货  ,1064,4482,1326,-3,黄金,547,506,20251020
au2602,0082      ,0161      ,0123      ,国投期货  ,招商期货  ,14,浙商期货  ,937,4053,-24,-39,黄金,545,-179,20251020
au2602,0163      ,0123      ,0268      ,东证期货  ,浙商期货  ,15,中信建投  ,915,3942,-355,77,黄金,458,5,20251020
au2602,0049      ,0136      ,0069      ,金瑞期货  ,信达期货  ,16,申万期货  ,844,3724,-37,9,黄金,363,85,20251020
au2602,0042      ,0335      ,0161      ,光大期货  ,中金财富  ,17,招商期货  ,807,3401,734,9,黄金,329,-17,20251020
au2602,0240      ,0288      ,0096      ,广发期货  ,平安期货  ,18,南华期货  ,787,3329,-1003,2,黄金,316,-4,20251020
au2602,0274      ,0069      ,0103      ,中辉期货  ,申万期货  ,19,永安期货  ,746,3225,1648,-2,黄金,299,-63,20251020
au2602,0089      ,0151      ,0043      ,金元期货  ,创元期货  ,20,国元期货  ,741,3154,399,-18,黄金,249,-39,20251020
au2602,,,,,,999,,48013,258466,26380,388,黄金,18962,-755,20251020
au2604,0082      ,0148      ,0148      ,国投期货  ,中信期货  ,1,中信期货  ,5405,21114,7495,173,黄金,813,-47,20251020
au2604,0268      ,0067      ,0004      ,中信建投  ,中财期货  ,2,国泰君安  ,2868,13070,2723,-12,黄金,368,-2499,20251020
au2604,0148      ,0004      ,0253      ,中信期货  ,国泰君安  ,3,华泰期货  ,1681,8831,3898,85,黄金,299,-35,20251020
au2604,0004      ,0124      ,0163      ,国泰君安  ,江海汇鑫  ,4,东证期货  ,1342,7667,1431,9,黄金,277,-5,20251020
au2604,0088      ,0253      ,0308      ,东亚期货  ,华泰期货  ,5,国信期货  ,802,6642,2375,51,黄金,238,1,20251020
au2604,0089      ,0088      ,0275      ,金元期货  ,东亚期货  ,6,中泰期货  ,721,5974,2693,0,黄金,236,-45,20251020
au2604,0372      ,0123      ,0272      ,中银期货  ,浙商期货  ,7,银河期货  ,694,5180,1744,0,黄金,204,97,20251020
au2604,0253      ,0136      ,0259      ,华泰期货  ,信达期货  ,8,华闻期货  ,636,3793,1430,-12,黄金,190,11,20251020
au2604,0272      ,0163      ,0067      ,银河期货  ,东证期货  ,9,中财期货  ,627,2532,2269,-21,黄金,165,82,20251020
au2604,0163      ,0082      ,0342      ,东证期货  ,国投期货  ,10,津投期货  ,508,2400,580,11,黄金,150,143,20251020
au2604,0096      ,0116      ,0123      ,南华期货  ,首创期货  ,11,浙商期货  ,410,2237,542,7,黄金,114,-4,20251020
au2604,0240      ,0103      ,0240      ,广发期货  ,永安期货  ,12,广发期货  ,383,2223,314,8,黄金,108,32,20251020
au2604,0025      ,0272      ,0042      ,铜冠金源  ,银河期货  ,13,光大期货  ,344,1871,1027,0,黄金,103,-33,20251020
au2604,0042      ,0240      ,0161      ,光大期货  ,广发期货  ,14,招商期货  ,305,1730,284,30,黄金,94,13,20251020
au2604,0001      ,0069      ,0069      ,齐盛期货  ,申万期货  ,15,申万期货  ,284,1693,303,-10,黄金,83,-34,20251020
au2604,0123      ,0268      ,0088      ,浙商期货  ,中信建投  ,16,东亚期货  ,282,1668,173,-22,黄金,76,-23,20251020
au2604,0138      ,0288      ,0081      ,先锋期货  ,平安期货  ,17,海通期货  ,277,1403,48,3,黄金,72,-112,20251020
au2604,0298      ,0161      ,0059      ,东方财富  ,招商期货  ,18,瑞达期货  ,225,1297,408,-4,黄金,68,16,20251020
au2604,0308      ,0081      ,0082      ,国信期货  ,海通期货  ,19,国投期货  ,196,898,333,-2,黄金,59,-51,20251020
au2604,0034      ,0001      ,0311      ,方正中期  ,齐盛期货  ,20,兴证期货  ,182,895,426,-11,黄金,57,141,20251020
au2604,,,,,,999,,18172,93118,30496,283,黄金,3774,-2352,20251020
au2606,0253      ,0067      ,0148      ,华泰期货  ,中财期货  ,1,中信期货  ,6969,4088,2175,15,黄金,486,46,20251020
au2606,0148      ,0124      ,0004      ,中信期货  ,江海汇鑫  ,2,国泰君安  ,1863,4000,1204,-79,黄金,365,1,20251020
au2606,0088      ,0148      ,0163      ,东亚期货  ,中信期货  ,3,东证期货  ,1603,3943,1073,121,黄金,257,-19,20251020
au2606,0372      ,0253      ,0253      ,中银期货  ,华泰期货  ,4,华泰期货  ,1019,3168,-1060,10,黄金,236,-211,20251020
au2606,0004      ,0004      ,0272      ,国泰君安  ,国泰君安  ,5,银河期货  ,657,1785,736,-9,黄金,225,-55,20251020
au2606,0240      ,0123      ,0259      ,广发期货  ,浙商期货  ,6,华闻期货  ,524,1781,674,-8,黄金,195,0,20251020
au2606,0089      ,0240      ,0240      ,金元期货  ,广发期货  ,7,广发期货  ,399,1183,131,10,黄金,180,-5,20251020
au2606,0156      ,0272      ,0275      ,中衍期货  ,银河期货  ,8,中泰期货  ,378,1119,373,3,黄金,173,-40,20251020
au2606,0163      ,0163      ,0088      ,东证期货  ,东证期货  ,9,东亚期货  ,299,1047,114,-24,黄金,164,35,20251020
au2606,0161      ,0311      ,0069      ,招商期货  ,兴证期货  ,10,申万期货  ,270,843,376,-7,黄金,138,45,20251020
au2606,0009      ,0161      ,0308      ,五矿期货  ,招商期货  ,11,国信期货  ,232,629,233,24,黄金,125,1,20251020
au2606,0096      ,0268      ,0342      ,南华期货  ,中信建投  ,12,津投期货  ,214,517,179,9,黄金,107,6,20251020
au2606,0123      ,0116      ,0059      ,浙商期货  ,首创期货  ,13,瑞达期货  ,206,451,17,-5,黄金,87,-1,20251020
au2606,0034      ,0308      ,0244      ,方正中期  ,国信期货  ,14,民生期货  ,195,320,212,-7,黄金,76,47,20251020
au2606,0275      ,0372      ,0274      ,中泰期货  ,中银期货  ,15,中辉期货  ,173,294,45,4,黄金,68,31,20251020
au2606,0042      ,0088      ,0001      ,光大期货  ,东亚期货  ,16,齐盛期货  ,165,290,-113,1,黄金,62,-80,20251020
au2606,0082      ,0043      ,0103      ,国投期货  ,国元期货  ,17,永安期货  ,159,239,70,-5,黄金,62,-1,20251020
au2606,0311      ,0103      ,0257      ,兴证期货  ,永安期货  ,18,华西期货  ,156,233,18,-13,黄金,61,-13,20251020
au2606,0138      ,0323      ,0006      ,先锋期货  ,东吴期货  ,19,华鑫期货  ,156,223,4,-13,黄金,53,-4,20251020
au2606,0069      ,0081      ,0009      ,申万期货  ,海通期货  ,20,五矿期货  ,147,208,49,-2,黄金,50,5,20251020
au2606,,,,,,999,,15784,26361,6510,25,黄金,3170,-212,20251020
au2608,0253      ,0148      ,0163      ,华泰期货  ,中信期货  ,1,东证期货  ,2277,3215,773,-32,黄金,721,-81,20251020
au2608,0004      ,0124      ,0253      ,国泰君安  ,江海汇鑫  ,2,华泰期货  ,1830,2435,545,-6,黄金,322,0,20251020
au2608,0148      ,0067      ,0148      ,中信期货  ,中财期货  ,3,中信期货  ,1804,2092,284,9,黄金,184,-496,20251020
au2608,0123      ,0088      ,0004      ,浙商期货  ,东亚期货  ,4,国泰君安  ,825,1722,-319,0,黄金,113,255,20251020
au2608,0312      ,0004      ,0240      ,金信期货  ,国泰君安  ,5,广发期货  ,749,1323,341,-16,黄金,94,32,20251020
au2608,0335      ,0272      ,0088      ,中金财富  ,银河期货  ,6,东亚期货  ,298,1034,157,1,黄金,94,17,20251020
au2608,0088      ,0268      ,0259      ,东亚期货  ,中信建投  ,7,华闻期货  ,218,1008,-157,27,黄金,78,-33,20251020
au2608,0275      ,0116      ,0275      ,中泰期货  ,首创期货  ,8,中泰期货  ,204,731,226,-7,黄金,62,-1,20251020
au2608,0268      ,0253      ,0272      ,中信建投  ,华泰期货  ,9,银河期货  ,194,662,-229,-4,黄金,58,-5,20251020
au2608,0238      ,0163      ,0308      ,安粮期货  ,东证期货  ,10,国信期货  ,141,629,336,-6,黄金,55,-34,20251020
au2608,0107      ,0333      ,0067      ,新世纪    ,盛达期货  ,11,中财期货  ,140,524,-483,-2,黄金,54,10,20251020
au2608,0272      ,0096      ,0069      ,银河期货  ,南华期货  ,12,申万期货  ,133,489,266,-17,黄金,49,93,20251020
au2608,0096      ,0240      ,0006      ,南华期货  ,广发期货  ,13,华鑫期货  ,126,342,89,0,黄金,44,8,20251020
au2608,0288      ,0308      ,0311      ,平安期货  ,国信期货  ,14,兴证期货  ,114,319,-5,-26,黄金,41,-10,20251020
au2608,0042      ,0288      ,0274      ,光大期货  ,平安期货  ,15,中辉期货  ,111,284,40,-6,黄金,38,1,20251020
au2608,0240      ,0275      ,0342      ,广发期货  ,中泰期货  ,16,津投期货  ,101,218,-32,-9,黄金,38,12,20251020
au2608,0298      ,0161      ,0333      ,东方财富  ,招商期货  ,17,盛达期货  ,92,212,-275,1,黄金,34,-31,20251020
au2608,0308      ,0186      ,0323      ,国信期货  ,徽商期货  ,18,东吴期货  ,90,202,123,3,黄金,34,-1,20251020
au2608,0332      ,0081      ,0059      ,华融融达  ,海通期货  ,19,瑞达期货  ,88,196,-77,0,黄金,31,1,20251020
au2608,0034      ,0103      ,0271      ,方正中期  ,永安期货  ,20,渤海期货  ,80,177,-125,-1,黄金,30,3,20251020
au2608,,,,,,999,,9615,17814,1478,-91,黄金,2174,-260,20251020
agall,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,期货公司会员/境外特殊经纪参与者,-1,期货公司会员/境外特殊经纪参与者,710539,7330707,-432322,-31054,白银,586336,-18139,20251020
agall,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,非期货公司会员/境外特殊非经纪参与者,0,非期货公司会员/境外特殊非经纪参与者,94020,71259,11362,-1971,白银,218223,-14886,20251020
ag2512,0148      ,0004      ,0004      ,中信期货  ,国泰君安  ,1,国泰君安  ,32454,683477,-8135,-2719,白银,31113,-7369,20251020
ag2512,0004      ,0148      ,0148      ,国泰君安  ,中信期货  ,2,中信期货  ,29078,524913,2471,-1469,白银,24174,-2672,20251020
ag2512,0163      ,0163      ,0163      ,东证期货  ,东证期货  ,3,东证期货  ,20109,251039,-38549,2045,白银,17568,-1684,20251020
ag2512,0049      ,0288      ,0081      ,金瑞期货  ,平安期货  ,4,海通期货  ,15144,161140,16253,-299,白银,13397,-331,20251020
ag2512,0272      ,0272      ,0308      ,银河期货  ,银河期货  ,5,国信期货  ,12797,158755,26534,-24,白银,9771,747,20251020
ag2512,0034      ,0253      ,0275      ,方正中期  ,华泰期货  ,6,中泰期货  ,12316,154279,-25608,-820,白银,9313,-923,20251020
ag2512,0139      ,0049      ,0253      ,中粮期货  ,金瑞期货  ,7,华泰期货  ,10435,136854,-74849,-442,白银,8686,-1214,20251020
ag2512,0253      ,0240      ,0272      ,华泰期货  ,广发期货  ,8,银河期货  ,9748,125503,-6639,-333,白银,7774,60,20251020
ag2512,0082      ,0043      ,0240      ,国投期货  ,国元期货  ,9,广发期货  ,9668,125168,-12214,-598,白银,7686,-98,20251020
ag2512,0009      ,0034      ,0259      ,五矿期货  ,方正中期  ,10,华闻期货  ,8624,119878,-23171,191,白银,7595,2192,20251020
ag2512,0268      ,0103      ,0268      ,中信建投  ,永安期货  ,11,中信建投  ,7863,104344,-5151,-2026,白银,7549,-1211,20251020
ag2512,0240      ,0001      ,0186      ,广发期货  ,齐盛期货  ,12,徽商期货  ,7491,93705,-13188,-1304,白银,6480,-1411,20251020
ag2512,0058      ,0088      ,0034      ,国贸期货  ,东亚期货  ,13,方正中期  ,7394,82582,-7887,149,白银,6054,1170,20251020
ag2512,0103      ,0268      ,0042      ,永安期货  ,中信建投  ,14,光大期货  ,7291,77152,3536,261,白银,5977,846,20251020
ag2512,0308      ,0082      ,0096      ,国信期货  ,国投期货  ,15,南华期货  ,7254,76535,-16171,-517,白银,5477,-336,20251020
ag2512,0025      ,0025      ,0288      ,铜冠金源  ,铜冠金源  ,16,平安期货  ,7183,75518,-16416,-327,白银,5371,-55,20251020
ag2512,0096      ,0275      ,0298      ,南华期货  ,中泰期货  ,17,东方财富  ,7171,73952,-506,508,白银,4995,1868,20251020
ag2512,0298      ,0161      ,0069      ,东方财富  ,招商期货  ,18,申万期货  ,6433,67067,-22148,-1555,白银,4784,-3136,20251020
ag2512,0069      ,0069      ,0323      ,申万期货  ,申万期货  ,19,东吴期货  ,6213,65639,1395,-1133,白银,4749,-132,20251020
ag2512,0067      ,0042      ,0123      ,中财期货  ,光大期货  ,20,浙商期货  ,6175,55504,-6932,466,白银,4734,207,20251020
ag2512,,,,,,999,,230841,3213004,-227375,-9946,白银,193247,-13482,20251020
ag2601,0148      ,0148      ,0148      ,中信期货  ,中信期货  ,1,中信期货  ,5792,78818,-4036,-388,白银,3976,85,20251020
ag2601,0088      ,0067      ,0004      ,东亚期货  ,中财期货  ,2,国泰君安  ,4047,55331,5318,1626,白银,2918,4,20251020
ag2601,0240      ,0004      ,0163      ,广发期货  ,国泰君安  ,3,东证期货  ,3881,37184,-65,564,白银,2779,-53,20251020
ag2601,0272      ,0163      ,0275      ,银河期货  ,东证期货  ,4,中泰期货  ,1352,27607,-1952,245,白银,1466,-1368,20251020
ag2601,0004      ,0048      ,0308      ,国泰君安  ,长江期货  ,5,国信期货  ,816,27080,9624,-182,白银,1151,2,20251020
ag2601,0332      ,0277      ,0253      ,华融融达  ,一德期货  ,6,华泰期货  ,785,25892,5903,2,白银,1007,17,20251020
ag2601,0034      ,0268      ,0240      ,方正中期  ,中信建投  ,7,广发期货  ,489,24617,4683,-135,白银,902,213,20251020
ag2601,0275      ,0088      ,0081      ,中泰期货  ,东亚期货  ,8,海通期货  ,455,22031,8024,-315,白银,863,-422,20251020
ag2601,0163      ,0096      ,0272      ,东证期货  ,南华期货  ,9,银河期货  ,439,19702,-1726,101,白银,825,-343,20251020
ag2601,0268      ,0034      ,0069      ,中信建投  ,方正中期  ,10,申万期货  ,395,14162,3736,-288,白银,588,42,20251020
ag2601,0008      ,0240      ,0342      ,上海中期  ,广发期货  ,11,津投期货  ,371,11483,1575,-16,白银,575,89,20251020
ag2601,0253      ,0332      ,0259      ,华泰期货  ,华融融达  ,12,华闻期货  ,371,10078,-225,44,白银,467,35,20251020
ag2601,0186      ,0272      ,0058      ,徽商期货  ,银河期货  ,13,国贸期货  ,336,8729,-153,-171,白银,419,73,20251020
ag2601,0096      ,0288      ,0123      ,南华期货  ,平安期货  ,14,浙商期货  ,328,8413,-1912,-34,白银,411,121,20251020
ag2601,0288      ,0081      ,0268      ,平安期货  ,海通期货  ,15,中信建投  ,322,6855,-1860,-220,白银,411,7,20251020
ag2601,0029      ,0275      ,0088      ,国海良时  ,中泰期货  ,16,东亚期货  ,273,6622,681,65,白银,382,-8,20251020
ag2601,0308      ,0323      ,0059      ,国信期货  ,东吴期货  ,17,瑞达期货  ,272,6299,-679,10,白银,352,80,20251020
ag2601,0003      ,0029      ,0186      ,建信期货  ,国海良时  ,18,徽商期货  ,242,5543,-915,22,白银,290,189,20251020
ag2601,0103      ,0253      ,0096      ,永安期货  ,华泰期货  ,19,南华期货  ,235,5505,-335,-23,白银,284,22,20251020
ag2601,0157      ,0043      ,0034      ,中国国际  ,国元期货  ,20,方正中期  ,222,3909,260,35,白银,271,65,20251020
ag2601,,,,,,999,,21423,405860,25946,942,白银,20337,-1150,20251020
ag2602,0148      ,0148      ,0004      ,中信期货  ,中信期货  ,1,国泰君安  ,25199,211738,7227,-1171,白银,9990,-1030,20251020
ag2602,0004      ,0082      ,0148      ,国泰君安  ,国投期货  ,2,中信期货  ,12334,206569,-8864,668,白银,6196,5359,20251020
ag2602,0049      ,0004      ,0163      ,金瑞期货  ,国泰君安  ,3,东证期货  ,10170,96726,-526,-862,白银,4172,-4715,20251020
ag2602,0253      ,0163      ,0081      ,华泰期货  ,东证期货  ,4,海通期货  ,9334,73843,17822,377,白银,4154,3225,20251020
ag2602,0306      ,0253      ,0275      ,红塔期货  ,华泰期货  ,5,中泰期货  ,9234,55022,-3614,-2,白银,3643,5961,20251020
ag2602,0272      ,0096      ,0253      ,银河期货  ,南华期货  ,6,华泰期货  ,4125,51010,-4879,160,白银,2909,-311,20251020
ag2602,0163      ,0043      ,0308      ,东证期货  ,国元期货  ,7,国信期货  ,4111,48149,16330,-233,白银,2892,66,20251020
ag2602,0042      ,0019      ,0240      ,光大期货  ,宝城期货  ,8,广发期货  ,3640,42807,158,54,白银,2525,-59,20251020
ag2602,0034      ,0125      ,0272      ,方正中期  ,物产中大  ,9,银河期货  ,3534,41149,-6793,-126,白银,2440,1286,20251020
ag2602,0082      ,0067      ,0259      ,国投期货  ,中财期货  ,10,华闻期货  ,3397,24288,-6166,695,白银,1887,-33,20251020
ag2602,0240      ,0323      ,0342      ,广发期货  ,东吴期货  ,11,津投期货  ,2722,22200,4515,-82,白银,1711,298,20251020
ag2602,0103      ,0272      ,0186      ,永安期货  ,银河期货  ,12,徽商期货  ,2705,21980,1443,516,白银,1669,353,20251020
ag2602,0323      ,0001      ,0009      ,东吴期货  ,齐盛期货  ,13,五矿期货  ,2695,19917,3153,-63,白银,1520,1147,20251020
ag2602,0268      ,0268      ,0123      ,中信建投  ,中信建投  ,14,浙商期货  ,2207,18792,3008,-303,白银,1475,-51,20251020
ag2602,0177      ,0339      ,0042      ,大地期货  ,恒力期货  ,15,光大期货  ,2024,18237,4131,-118,白银,1449,24,20251020
ag2602,0058      ,0034      ,0058      ,国贸期货  ,方正中期  ,16,国贸期货  ,1980,16769,-1570,190,白银,1436,264,20251020
ag2602,0088      ,0049      ,0069      ,东亚期货  ,金瑞期货  ,17,申万期货  ,1959,16727,-2778,-642,白银,1362,-67,20251020
ag2602,0311      ,0003      ,0268      ,兴证期货  ,建信期货  ,18,中信建投  ,1733,16519,2539,-50,白银,1344,-4,20251020
