INSTRUMENTID,TRADEFEERATIO,TTRADEFEERATIO,COMMODITYDELIVFEEUNIT,SPECLONGMARGINRATIO,HEDGLONGMARGINRATIO,COMMODITYDELIVFEERATIO,PRODUCTID,PRODUCTNAME,TTRADEFEEUNIT,TRADEFEEUNIT,HEDGSHORTMARGINRATIO,SETTLEMENTPRICE,UNIDIRECT,SPECSHORTMARGINRATIO,ISUNITODAY,trade_date
cu2601,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84710,1,0.09,0,20251017
cu2602,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84610,1,0.09,0,20251017
cu2603,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84560,1,0.09,0,20251017
cu2604,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84440,1,0.09,0,20251017
cu2605,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84470,1,0.09,0,20251017
cu2606,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84350,1,0.09,0,20251017
cu2607,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84200,1,0.09,0,20251017
cu2608,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84120,1,0.09,0,20251017
cu2609,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,83990,1,0.09,0,20251017
cu2610,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,83980,1,0.09,0,20251017
bc2511,0.01,0.005,0,0.1,0.1,0,bc_f,铜(BC),0,0,0.1,75250,1,0.1,0,20251017
bc2512,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75350,1,0.09,0,20251017
bc2601,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75510,1,0.09,0,20251017
bc2602,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251017
bc2603,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75870,1,0.09,0,20251017
bc2604,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76440,1,0.09,0,20251017
bc2605,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75900,1,0.09,0,20251017
bc2606,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75880,1,0.09,0,20251017
bc2607,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76570,1,0.09,0,20251017
bc2608,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251017
bc2609,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251017
bc2610,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251017
al2511,0,0,0,0.1,0.1,0,al_f,铝,1.5,3,0.1,20960,1,0.1,0,20251017
al2512,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20990,1,0.09,0,20251017
al2601,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20995,1,0.09,0,20251017
al2602,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21005,1,0.09,0,20251017
al2603,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21010,1,0.09,0,20251017
al2604,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21025,1,0.09,0,20251017
al2605,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21040,1,0.09,0,20251017
al2606,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21040,1,0.09,0,20251017
al2607,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21070,1,0.09,0,20251017
al2608,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21025,1,0.09,0,20251017
al2609,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21035,1,0.09,0,20251017
al2610,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21060,1,0.09,0,20251017
zn2511,0,0,0,0.1,0.1,0,zn_f,锌,1.5,3,0.1,21910,1,0.1,0,20251017
zn2512,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21925,1,0.09,0,20251017
zn2601,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21955,1,0.09,0,20251017
zn2602,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21990,1,0.09,0,20251017
zn2603,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22005,1,0.09,0,20251017
zn2604,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22010,1,0.09,0,20251017
zn2605,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22065,1,0.09,0,20251017
zn2606,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22075,1,0.09,0,20251017
zn2607,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22175,1,0.09,0,20251017
zn2608,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22205,1,0.09,0,20251017
zn2609,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22195,1,0.09,0,20251017
zn2610,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22210,1,0.09,0,20251017
pb2511,0.04,0.02,0,0.1,0.1,0,pb_f,铅,0,0,0.1,17050,1,0.1,0,20251017
pb2512,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17070,1,0.09,0,20251017
pb2601,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17070,1,0.09,0,20251017
pb2602,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17070,1,0.09,0,20251017
pb2603,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17120,1,0.09,0,20251017
pb2604,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17120,1,0.09,0,20251017
pb2605,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17150,1,0.09,0,20251017
pb2606,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17205,1,0.09,0,20251017
pb2607,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17160,1,0.09,0,20251017
pb2608,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17235,1,0.09,0,20251017
pb2609,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17175,1,0.09,0,20251017
pb2610,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17230,1,0.09,0,20251017
ni2511,0,0,0,0.1,0.1,0,ni_f,镍,1.5,3,0.1,121340,1,0.1,0,20251017
ni2512,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121490,1,0.1,0,20251017
ni2601,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121690,1,0.1,0,20251017
ni2602,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121870,1,0.1,0,20251017
ni2603,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122040,1,0.1,0,20251017
ni2604,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122430,1,0.1,0,20251017
ni2605,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122570,1,0.1,0,20251017
ni2606,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122810,1,0.1,0,20251017
ni2607,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123110,1,0.1,0,20251017
ni2608,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123310,1,0.1,0,20251017
ni2609,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,124290,1,0.1,0,20251017
ni2610,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123530,1,0.1,0,20251017
sn2511,0,0,0,0.1,0.1,0,sn_f,锡,1.5,3,0.1,281380,1,0.1,0,20251017
sn2512,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281840,1,0.1,0,20251017
sn2601,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281930,1,0.1,0,20251017
sn2602,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282070,1,0.1,0,20251017
sn2603,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281950,1,0.1,0,20251017
sn2604,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282360,1,0.1,0,20251017
sn2605,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282090,1,0.1,0,20251017
sn2606,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282500,1,0.1,0,20251017
sn2607,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282610,1,0.1,0,20251017
sn2608,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282980,1,0.1,0,20251017
sn2609,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,283360,1,0.1,0,20251017
sn2610,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,282070,1,0.1,0,20251017
ao2511,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2779,1,0.11,0,20251017
ao2512,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2788,1,0.11,0,20251017
ao2601,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2802,1,0.11,0,20251017
ao2602,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2821,1,0.11,0,20251017
ao2603,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2893,1,0.11,0,20251017
ao2604,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2906,1,0.11,0,20251017
ao2605,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2919,1,0.11,0,20251017
ao2606,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2928,1,0.11,0,20251017
ao2607,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2934,1,0.11,0,20251017
ao2608,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2941,1,0.11,0,20251017
ao2609,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2962,1,0.11,0,20251017
ao2610,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2976,1,0.11,0,20251017
ad2511,0.1,0.05,0,0.1,0.1,0,ad_f,铸造铝合金,0,0,0.1,20395,1,0.1,0,20251017
ad2512,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20475,1,0.07,0,20251017
ad2601,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20515,1,0.07,0,20251017
ad2602,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251017
ad2603,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20530,1,0.07,0,20251017
ad2604,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251017
ad2605,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20375,1,0.07,0,20251017
ad2606,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20300,1,0.07,0,20251017
ad2607,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20270,1,0.07,0,20251017
ad2608,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20390,1,0.07,0,20251017
ad2609,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20640,1,0.07,0,20251017
ad2610,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251017
au2511,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,988.7,1,0.14,0,20251017
au2512,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,986.38,1,0.14,0,20251017
au2601,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,989.44,1,0.14,0,20251017
au2602,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,989.9,1,0.14,0,20251017
au2604,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,992.24,1,0.14,0,20251017
au2606,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,995.6,1,0.14,0,20251017
au2608,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,997.1,1,0.14,0,20251017
au2610,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,1000.74,1,0.14,0,20251017
ag2511,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12215,1,0.14,0,20251017
ag2512,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12230,1,0.14,0,20251017
ag2601,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12236,1,0.14,0,20251017
ag2602,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12249,1,0.14,0,20251017
ag2603,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12258,1,0.14,0,20251017
ag2604,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12270,1,0.14,0,20251017
ag2605,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12282,1,0.14,0,20251017
ag2606,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12293,1,0.14,0,20251017
ag2607,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12316,1,0.14,0,20251017
ag2608,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12310,1,0.14,0,20251017
ag2609,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12327,1,0.14,0,20251017
ag2610,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,12340,1,0.14,0,20251017
rb2511,0.1,0.05,0,0.1,0.1,0,rb_f,螺纹钢,0,0,0.1,2985,1,0.1,0,20251017
rb2512,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3033,1,0.07,0,20251017
rb2601,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3046,1,0.07,0,20251017
rb2602,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3052,1,0.07,0,20251017
rb2603,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3075,1,0.07,0,20251017
rb2604,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3092,1,0.07,0,20251017
rb2605,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3103,1,0.07,0,20251017
rb2606,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3118,1,0.07,0,20251017
rb2607,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3125,1,0.07,0,20251017
rb2608,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3136,1,0.07,0,20251017
rb2609,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3139,1,0.07,0,20251017
rb2610,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3142,1,0.07,0,20251017
wr2511,0.04,0.02,0,0.1,0.1,0,wr_f,线材,0,0,0.1,3270,1,0.1,0,20251017
wr2512,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3355,1,0.09,0,20251017
wr2601,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3365,1,0.09,0,20251017
wr2602,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3403,1,0.09,0,20251017
wr2603,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3361,1,0.09,0,20251017
wr2604,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3369,1,0.09,0,20251017
wr2605,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3365,1,0.09,0,20251017
wr2606,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3363,1,0.09,0,20251017
wr2607,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3416,1,0.09,0,20251017
wr2608,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3461,1,0.09,0,20251017
wr2609,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251017
wr2610,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251017
hc2511,0.1,0.05,0,0.1,0.1,0,hc_f,热轧卷板,0,0,0.1,3265,1,0.1,0,20251017
hc2512,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3255,1,0.07,0,20251017
hc2601,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3219,1,0.07,0,20251017
hc2602,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3226,1,0.07,0,20251017
hc2603,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3226,1,0.07,0,20251017
hc2604,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3230,1,0.07,0,20251017
hc2605,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3234,1,0.07,0,20251017
hc2606,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3228,1,0.07,0,20251017
hc2607,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3244,1,0.07,0,20251017
hc2608,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3249,1,0.07,0,20251017
hc2609,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3252,1,0.07,0,20251017
hc2610,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3256,1,0.07,0,20251017
ss2511,0,0,0,0.1,0.1,0,ss_f,不锈钢,1,2,0.1,12585,1,0.1,0,20251017
ss2512,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12615,1,0.07,0,20251017
ss2601,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12705,1,0.07,0,20251017
ss2602,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12760,1,0.07,0,20251017
ss2603,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12845,1,0.07,0,20251017
ss2604,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12910,1,0.07,0,20251017
ss2605,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12965,1,0.07,0,20251017
ss2606,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13045,1,0.07,0,20251017
ss2607,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13085,1,0.07,0,20251017
ss2608,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13125,1,0.07,0,20251017
ss2609,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13175,1,0.07,0,20251017
ss2610,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13230,1,0.07,0,20251017
sc2511,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,437.9,1,0.11,0,20251017
sc2512,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,439.6,1,0.11,0,20251017
sc2601,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,439.5,1,0.11,0,20251017
sc2602,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,439.2,1,0.11,0,20251017
sc2603,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,440.6,1,0.11,0,20251017
sc2604,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,439.7,1,0.11,0,20251017
sc2605,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,440.6,1,0.11,0,20251017
sc2606,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,441.9,1,0.11,0,20251017
sc2607,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,444,1,0.11,0,20251017
sc2608,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.5,1,0.11,0,20251017
sc2609,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.7,1,0.11,0,20251017
sc2610,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.3,1,0.11,0,20251017
sc2612,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.6,1,0.11,0,20251017
sc2703,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.1,1,0.11,0,20251017
sc2706,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,451.7,1,0.11,0,20251017
sc2709,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.2,1,0.11,0,20251017
sc2712,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.2,1,0.11,0,20251017
sc2803,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,446,1,0.11,0,20251017
sc2806,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.1,1,0.11,0,20251017
sc2809,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,449.2,1,0.11,0,20251017
lu2511,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3069,1,0.11,0,20251017
lu2512,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3096,1,0.11,0,20251017
lu2601,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3101,1,0.11,0,20251017
lu2602,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3115,1,0.11,0,20251017
lu2603,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3116,1,0.11,0,20251017
lu2604,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3112,1,0.11,0,20251017
lu2605,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3111,1,0.11,0,20251017
lu2606,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3117,1,0.11,0,20251017
lu2607,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3143,1,0.11,0,20251017
lu2608,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3133,1,0.11,0,20251017
lu2609,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3154,1,0.11,0,20251017
lu2610,0.01,0.005,0,0.11,0.1,0,lu_f,低硫燃料油,0,0,0.1,3129,1,0.11,0,20251017
fu2511,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2719,1,0.11,0,20251017
fu2512,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2674,1,0.11,0,20251017
fu2601,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2644,1,0.11,0,20251017
fu2602,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2631,1,0.11,0,20251017
fu2603,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2620,1,0.11,0,20251017
fu2604,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2618,1,0.11,0,20251017
fu2605,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2613,1,0.11,0,20251017
fu2606,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2609,1,0.11,0,20251017
fu2607,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2602,1,0.11,0,20251017
fu2608,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2574,1,0.11,0,20251017
fu2609,0.05,0.025,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2575,1,0.11,0,20251017
fu2610,0.01,0.005,0,0.11,0.1,0,fu_f,燃料油,0,0,0.1,2564,1,0.11,0,20251017
bu2511,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3247,1,0.11,0,20251017
bu2512,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3172,1,0.11,0,20251017
bu2601,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3137,1,0.11,0,20251017
bu2602,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3146,1,0.11,0,20251017
bu2603,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3164,1,0.11,0,20251017
bu2604,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3171,1,0.11,0,20251017
bu2605,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3177,1,0.11,0,20251017
bu2606,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3182,1,0.11,0,20251017
bu2607,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3186,1,0.11,0,20251017
bu2608,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3177,1,0.11,0,20251017
bu2609,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3184,1,0.11,0,20251017
bu2610,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3168,1,0.11,0,20251017
bu2612,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3125,1,0.11,0,20251017
bu2703,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3150,1,0.11,0,20251017
bu2706,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3151,1,0.11,0,20251017
bu2709,0.05,0.025,0,0.11,0.1,0,bu_f,石油沥青,0,0,0.1,3158,1,0.11,0,20251017
br2511,0.02,0.01,0,0.1,0.1,0,br_f,丁二烯橡胶,0,0,0.1,11035,1,0.1,0,20251017
br2512,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10940,1,0.09,0,20251017
br2601,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10915,1,0.09,0,20251017
br2602,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10890,1,0.09,0,20251017
br2603,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10880,1,0.09,0,20251017
br2604,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10850,1,0.09,0,20251017
br2605,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10945,1,0.09,0,20251017
br2606,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,10910,1,0.09,0,20251017
br2607,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11150,1,0.09,0,20251017
